CRICOS Provider Code,Institution Name,Location Name,Location Type,Address Line 1,Address Line 2,Address Line 3,Address Line 4,City,State,Postcode
03332M,Diocese of Lismore Catholic Schools Limited,"St John Paul College, Coffs Harbour",Location owned and operated by provider,Hogbin Drive,,,,Coffs Harbour,NSW,2450
03332M,Diocese of Lismore Catholic Schools Limited,"St John's College, Lismore",Location owned and operated by provider,206 Woodlawn Road,,,,Lismore,NSW,2480
03332M,Diocese of Lismore Catholic Schools Limited,"St John's Primary School, Mullumbimby",Location owned and operated by provider,11 Murwillumbah Road,,,,Mullumbimby,NSW,2482
03332M,Diocese of Lismore Catholic Schools Limited,"St Joseph's College, Banora Point",Location owned and operated by provider,Doyle Drive,,,,Banora Point,NSW,2486
03332M,Diocese of Lismore Catholic Schools Limited,"St Joseph's Primary School, Alstonville",Location owned and operated by provider,11 Perry Street,,,,Alstonville,NSW,2477
03332M,Diocese of Lismore Catholic Schools Limited,"St Joseph's Primary School, Coraki",Location owned and operated by provider,Adam Street,,,,Coraki,NSW,2471
03332M,Diocese of Lismore Catholic Schools Limited,"St Joseph's Primary School, Laurieton",Location owned and operated by provider,421 Ocean Drive,,,,Laurieton,NSW,2443
03332M,Diocese of Lismore Catholic Schools Limited,"St Joseph's Primary School, Maclean",Location owned and operated by provider,Stanley Street,,,,Maclean,NSW,2463
03332M,Diocese of Lismore Catholic Schools Limited,"St Joseph's Primary School, Port Macquarie",Location owned and operated by provider,Warlters Street,,,,Port Macquarie,NSW,2444
03332M,Diocese of Lismore Catholic Schools Limited,"St Joseph's Primary School, South Grafton",Location owned and operated by provider,Hyde Street,,,,South Grafton,NSW,2460
03332M,Diocese of Lismore Catholic Schools Limited,"St Joseph's Primary School, Sth Murwillumbah",Location owned and operated by provider,3 Greville Street,,,,South Murwillumbah,NSW,2484
03332M,Diocese of Lismore Catholic Schools Limited,"St Joseph's Primary School, Tweed Heads",Location owned and operated by provider,3-5 Frances Street,,,,Tweed Heads,NSW,2485
03332M,Diocese of Lismore Catholic Schools Limited,"St Joseph's Primary School, Wauchope",Location owned and operated by provider,1 King Street,,,,Wauchope,NSW,2446
03332M,Diocese of Lismore Catholic Schools Limited,"St Joseph's Primary School, West Kempsey",Location owned and operated by provider,36 Kemp Street,,,,West Kempsey,NSW,2440
03332M,Diocese of Lismore Catholic Schools Limited,"St Joseph's Primary School, Woodburn",Location owned and operated by provider,Coraki Road,,,,Woodburn,NSW,2472
03332M,Diocese of Lismore Catholic Schools Limited,"St Joseph's Regional College, Port Macquarie",Location owned and operated by provider,College Drive,,,,Port Macquarie,NSW,2444
03332M,Diocese of Lismore Catholic Schools Limited,"St Mary's Catholic College, Casino",Location owned and operated by provider,Canterbury Street,,,,Casino,NSW,2470
03332M,Diocese of Lismore Catholic Schools Limited,"St Mary's Primary School, Bellingen",Location owned and operated by provider,Park Street,,,,Bellingen,NSW,2454
03332M,Diocese of Lismore Catholic Schools Limited,"St Mary's Primary School, Bowraville",Location owned and operated by provider,Carbin Street,,,,Bowraville,NSW,2449
03332M,Diocese of Lismore Catholic Schools Limited,"St Mary's Primary School, Casino",Location owned and operated by provider,Centre Street,,,,Casino,NSW,2470
03332M,Diocese of Lismore Catholic Schools Limited,"St Mary's Primary School, Grafton",Location owned and operated by provider,171 Turf Street,,,,Grafton,NSW,2460
03332M,Diocese of Lismore Catholic Schools Limited,"St Patrick's Primary School, Macksville",Location owned and operated by provider,Wallace Street,,,,Macksville,NSW,2447
03332M,Diocese of Lismore Catholic Schools Limited,"St Paul's College, West Kempsey",Location owned and operated by provider,107 Sea Street,,,,West Kempsey,NSW,2440
03332M,Diocese of Lismore Catholic Schools Limited,"St Peter's Primary School, Port Macquarie",Location owned and operated by provider,Ocean Drive,,,,Port Macquarie,NSW,2444
03332M,Diocese of Lismore Catholic Schools Limited,"Xavier Catholic College, Ballina",Location owned and operated by provider,2 Redford Drive,,,,Skennars Head,NSW,2478
03335G,SP Jain School of Global Management Pty Ltd,"15 Carter Street, Homebush, NSW 2140",Location owned and operated by provider,15 Carter Street,,,,Homebush,NSW,2140
03336G,Sydney Catholic Schools Ltd as Trustee for the Sydney Catholic Schools Trust,"Holy Cross College, Ryde",Location owned and operated by provider,38 Renwick Street,,,,Leichhardt,NSW,2040
03336G,Sydney Catholic Schools Ltd as Trustee for the Sydney Catholic Schools Trust,Marist College Eastwood,Location owned and operated by provider,44 Hillview Road,,,,Eastwood,NSW,2122
03336G,Sydney Catholic Schools Ltd as Trustee for the Sydney Catholic Schools Trust,"Marist Sisters' College Woolwich, Woolwich",Location owned and operated by provider,66a Woolwich Road,,,,Woolwich,NSW,2110
03337F,St Scholastica's College,St Scholastica's College Glebe Point,Location owned and operated by provider,4 Avenue Road,,,,Glebe,NSW,2037
03338E,Rosebank College,Rosebank College,Location owned and operated by provider,1A Harris Rd,,,,Five Dock,NSW,2046
03339D,Trustees of the Roman Catholic Church for the Diocese of Maitland-Newcastle,"Catherine McAuley Catholic College, Medowie",Location owned and operated by provider,507 Medowie Road,,,,Medowie,NSW,2318
03339D,Trustees of the Roman Catholic Church for the Diocese of Maitland-Newcastle,"Holy Spirit Primary School, Kurri Kurri",Location owned and operated by provider,Barton Street,,,,KURRI KURRI,NSW,2327
03339D,Trustees of the Roman Catholic Church for the Diocese of Maitland-Newcastle,"San Clemente High School, Mayfield",Location owned and operated by provider,78 Havelock Street,,,,Mayfield,NSW,2304
03339D,Trustees of the Roman Catholic Church for the Diocese of Maitland-Newcastle,"St Brigid's Primary School, Raymond Terrace",Location owned and operated by provider,52 Irrrawang Street,,,,Raymond Terrace,NSW,2324
03339D,Trustees of the Roman Catholic Church for the Diocese of Maitland-Newcastle,"St Columban's Primary School, Mayfield",Location owned and operated by provider,Church Street,,,,Mayfield,NSW,2304
03339D,Trustees of the Roman Catholic Church for the Diocese of Maitland-Newcastle,"St Joseph's Primary School, Charlestown",Location owned and operated by provider,Shelton Street,,,,Charlestown,NSW,2290
03339D,Trustees of the Roman Catholic Church for the Diocese of Maitland-Newcastle,"St Mary's Catholic College, Gateshead",Location owned and operated by provider,Pacific Highway,,,,Gateshead,NSW,2290
03341K,INUS Australia Pty Ltd,INUS Australia Pty Ltd T/S INUS English PARKVILLE,Arrangement with other registered provider,48 Flemington Rd,,,,PARKVILLE,VIC,3052
03341K,INUS Australia Pty Ltd,INUS Australia Pty Ltd T/S INUS English PYRMONT,Location owned and operated by provider,Level 1 51-53 Murray St,,,,PYRMONT,NSW,2009
03341K,INUS Australia Pty Ltd,INUS English Level 1 341 Queen St Melbourne,Location owned and operated by provider,Level 1 341 Queen St,,,,MELBOURNE,VIC,3000
03345F,International Institute of Business & Technology (Australia) Pty Ltd (IIBT),"IIBT Sydney - Level 5, 8 Quay St HAYMARKET NSW 2000",Location owned and operated by provider,8 Quay St,Level 5,,,HAYMARKET,NSW,2000
03345F,International Institute of Business & Technology (Australia) Pty Ltd (IIBT),Ultimo Site - Level 3 616-620 Harris St ULTIMO NSW 2007,Location owned and operated by provider,Ultimo Site - Level 3 616-620 Harris St,,,,ULTIMO,NSW,2007
03346E,Apeiron Asia Pty Ltd,Carlton Gardens Campus - Level 5 21 Victoria St MELBOURNE VIC 3000,Location owned and operated by provider,"L5, 21 Victoria St",,,,MELBOURNE,VIC,3000
03349B,STEPS Sunshine Coast International College Pty Ltd,"Level 3, 233 Castlereagh Street, Sydney 2000",Arrangement with Non Registered Provider,233 Castlereagh St,Level 3,,,Sydney,NSW,2000
03349B,STEPS Sunshine Coast International College Pty Ltd,SCIC Central Coast Campus - 300 Mangrove Creek Rd MANGROVE  CREEK NSW 2250,Arrangement with other registered provider,300 Mangrove Creek Rd,,,,MANGROVE CREEK,NSW,2250
03351G,Malvern Institute Pty Ltd,460 Bourke Street,Location owned and operated by provider,460 Bourke St,Level 6,,,Melbourne,VIC,3000
03351G,Malvern Institute Pty Ltd,Malvern Institute Pty Ltd,Location owned and operated by provider,1291 Malvern Rd,,,,MALVERN,VIC,3144
03352G,"Department for Education, Children and Young People",Burnie High School,Location owned and operated by provider,Fidler Street,,,,Cooee,TAS,7320
03352G,"Department for Education, Children and Young People",Claremont College,Location owned and operated by provider,61 Claremont Link Road,,,,Claremont,TAS,7011
03352G,"Department for Education, Children and Young People",Clarence High School,Location owned and operated by provider,Wentworth Street,,,,BELLERIVE,TAS,7018
03352G,"Department for Education, Children and Young People",Devonport High School,Location owned and operated by provider,91 Best St,,,,DEVONPORT,TAS,7310
03352G,"Department for Education, Children and Young People",Don College,Location owned and operated by provider,Watkinson St,,,,DEVONPORT,TAS,7310
03352G,"Department for Education, Children and Young People",Elizabeth College,Location owned and operated by provider,256 Elizabeth St,,,,HOBART,TAS,7000
03352G,"Department for Education, Children and Young People",Hellyer College,Location owned and operated by provider,41-43 Mooreville Road,,,,Burnie,TAS,7320
03352G,"Department for Education, Children and Young People",Hobart City High School,Location owned and operated by provider,288 New Town Road,,,,New Town,TAS,7008
03352G,"Department for Education, Children and Young People",Hobart College,Location owned and operated by provider,Olinda Grove,,,,Mount Nelson,TAS,7001
03352G,"Department for Education, Children and Young People",Kingston High School,Location owned and operated by provider,Channel Highway,,,,KINGSTON,TAS,7050
03352G,"Department for Education, Children and Young People",Launceston College,Location owned and operated by provider,107-119 Paterson St,,,,LAUNCESTON,TAS,7250
03352G,"Department for Education, Children and Young People",Newstead College,Location owned and operated by provider,30 Cypress St,,,,LAUNCESTON,TAS,7250
03352G,"Department for Education, Children and Young People",Primary School Program,Location owned and operated by provider,c/- 77 Murray St,,,,HOBART,TAS,7000
03352G,"Department for Education, Children and Young People",Prospect High School,Location owned and operated by provider,Ralph St,,,,PROSPECT,TAS,7250
03352G,"Department for Education, Children and Young People",Queechy High School,Location owned and operated by provider,161 Penquite Rd,,,,NORWOOD,TAS,7250
03352G,"Department for Education, Children and Young People",Rose Bay High School,Location owned and operated by provider,Kaoota Rd,,,,LINDISFARNE,TAS,7015
03352G,"Department for Education, Children and Young People",Rosny College,Location owned and operated by provider,Bastick St,,,,Rosny Park,TAS,7018
03352G,"Department for Education, Children and Young People",Smithton High School,Location owned and operated by provider,Mill Road,,,,Smithton,TAS,7330
03352G,"Department for Education, Children and Young People",Taroona High School,Location owned and operated by provider,Meath Ave,,,,TAROONA,TAS,7053
03354E,AAPA VICTORIA PTY LTD,"2 Bowral Court, Mitchell Park",Location owned and operated by provider,2 Bowral Ct,,,,MITCHELL PARK,VIC,3355
03354E,AAPA VICTORIA PTY LTD,AAPA Wagga,Location owned and operated by provider,"138 Don Kendell Drive, Wagga Wagga Airport",,,,Forest Hill,NSW,2615
03361F,International Screen Academy Pty Ltd,International Screen Academy Pty Ltd (RTO Operations Young Street),Location owned and operated by provider,242 Young St,,,,Waterloo,NSW,2017
03367M,The Makeup Technicians Pty Ltd,20 Oxford Sq DARLINGHURST NSW 2010,Location owned and operated by provider,20 Oxford Sq,,,,DARLINGHURST,NSW,2010
03367M,The Makeup Technicians Pty Ltd,Braeside Victoria - 86-88 Woodlands Dr,Location owned and operated by provider,86-88 Woodlands Dr,,,,Braeside,VIC,3195
03370E,Baris Education and Culture Foundation Limited,Ferndale Campus,Location owned and operated by provider,12 Karri Way,,,,Ferndale,WA,6107
03370E,Baris Education and Culture Foundation Limited,Lynwood Campus,Location owned and operated by provider,40 Edgeware Street,,,,Lynwood,WA,6147
03373B,Job Training Institute Pty Ltd,"Level 4, 259 Collins Street",Location owned and operated by provider,259 Collins St,Level 4 ,,,Melbourne,VIC,3000
03374A,Everest Institute of Education Pty Ltd,157 High St THOMASTOWN VIC 3074,Location owned and operated by provider,157 High St,,,,THOMASTOWN,VIC,3074
03374A,Everest Institute of Education Pty Ltd,35 Duncan Road Lalor VIC 3075,Location owned and operated by provider,35 Duncan Rd,,,,Lalor,VIC,3075
03374A,Everest Institute of Education Pty Ltd,King Street Campus,Location owned and operated by provider,479 King Street,,,,West Melbourne,VIC,3003
03375M,AUSTRALIAN COLLEGE OF CHRISTIAN STUDIES LTD,Burwood,Location owned and operated by provider,29 George St,Level 2,,,Burwood,NSW,2134
03376K,Australian NIT College Pty Ltd,Swan Institute Melbourne Campus - Level 3 335 Flinders Lane MELBOURNE,Location owned and operated by provider,Level 3 335 Flinders Lane,,,,Melbourne,VIC,3000
03377J,Signet Institute of Australia,341 Queen Street Melbourne,Arrangement with Non Registered Provider,341 Queen St,"Level 5, 9",,,Melbourne,VIC,3000
03377J,Signet Institute of Australia,KFI - Adelaide,Location owned and operated by provider,Level 3 45 Grenfell street,,,,ADELAIDE,SA,5000
03377J,Signet Institute of Australia,KFI - Sydney,Location owned and operated by provider,54 Parramatta Rd,,,,FOREST LODGE,NSW,2037
03377J,Signet Institute of Australia,Rocklea Dr Melbourne - ACFE,Location owned and operated by provider,1/11 - 15 Rocklea Dr,,,,Melbourne,VIC,3207
03378G,TOWNSVILLE INTERNATIONAL ENGLISH SCHOOL PTY. LTD.,Trustee House,Location owned and operated by provider,440 Flinders St,,,Unit 213,TOWNSVILLE,QLD,4810
03379G,AUSTRALASIAN INSTITUTE OF AYURVEDIC STUDIES PTY LTD,121 Mains Road,Location owned and operated by provider,121 Mains Rd,,,,SUNNYBANK,QLD,4109
03383M,Sicop Education & Technology Pty Ltd,"Level 3, 27-29 Currie Street, Adelaide SA 5000",Location owned and operated by provider,Level 3,27-29 Currie Street,,,Adelaide,SA,5000
03383M,Sicop Education & Technology Pty Ltd,"Suite 4B & 5A, Level 2, 1-17 Elsie Street, Burwood, NSW 2134",Location owned and operated by provider,1 Elsie St,Level 2,,Unit 5B/6A,Burwood,NSW,2134
03386G,Health Careers International Pty Ltd,"597-599 Upper Heidelberg Rd, HEIDELBERG HEIGHTS",Location owned and operated by provider,597 Upper Heidelberg Rd,,,,Heidelberg Heights,VIC,3081
03386G,Health Careers International Pty Ltd,IHNA- Brisbane,Location owned and operated by provider,IHNA- Brisbane,Level 3 59 Adelaide St,,,BRISBANE CITY,QLD,4000
03386G,Health Careers International Pty Ltd,Level 10 399 Lonsdale St MELBOURNE VIC 3000,Location owned and operated by provider,Level 10 399 Lonsdale St,,,,MELBOURNE,VIC,3000
03386G,Health Careers International Pty Ltd,Level 4 399 Lonsdale Street MELBOURNE VIC 3000,Location owned and operated by provider,Level 4 399 Lonsdale Street,,,,MELBOURNE,VIC,3000
03386G,Health Careers International Pty Ltd,"Lvl 7, 33 Argyle St, PARRAMATTA",Location owned and operated by provider,33 Argyle St,Level 7,,,PARRAMATTA,NSW,2150
03386G,Health Careers International Pty Ltd,"Lvls 2 & 4, 12 St Georges Tce, PERTH",Location owned and operated by provider,12 St Georges Tce,Level 2,,,Perth,WA,6000
03389E,Torrens University Australia Limited,"1-37 Foveaux Street, Surry Hills NSW 2010",Location owned and operated by provider,1-37 Foveaux Street,,,,Surry Hills,NSW,2010
03389E,Torrens University Australia Limited,"16 Fitzroy Street, Leura NSW 2780",Location owned and operated by provider,1 Chambers Rd,,,,Leura,NSW,2780
03389E,Torrens University Australia Limited,"196 Flinders St, Melbourne 3000",Arrangement with Non Registered Provider,196 Flinders St,,,,Melbourne,VIC,3000
03389E,Torrens University Australia Limited,"22-40 Pulteney Street, Adelaide",Location owned and operated by provider,22-40 Pulteney Street,,,,Adelaide,SA,5000
03389E,Torrens University Australia Limited,"82-98 Wakefield Street, Adelaide SA 5000",Location owned and operated by provider,82 Wakefield St,,,,Adelaide,SA,5000
03389E,Torrens University Australia Limited,"90 Bowen Terrace, Fortitude Valley QLD 4006",Location owned and operated by provider,90 Bowen Tce,,,,FORTITUDE VALLEY,QLD,4006
03390A,Elite Education Institute Pty Ltd,"Level 6, 8 Quay Street Haymarket NSW 2000",Location owned and operated by provider,"Level 6, 8 Quay Street",,,,Haymarket,NSW,2000
03391M,Sheridan College Inc,Aberdeen St,Location owned and operated by provider,18/7 Aberdeen Street,,,,Perth,WA,6000
03392K,Australian College of the Arts Pty Ltd,"208 Wellington Street, Collingwood",Location owned and operated by provider,208 Wellington Street,,,,Collingwood,VIC,3066
03392K,Australian College of the Arts Pty Ltd,"209 Brunswick Street, Fitzroy, VIC",Arrangement with Non Registered Provider,55 Brady St,,,,South Melbourne,VIC,3205
03392K,Australian College of the Arts Pty Ltd,"39-59 Green Street, Prahran VIC 3181",Arrangement with Non Registered Provider,39-59 Green Street,,,,Prahran,VIC,3181
03392K,Australian College of the Arts Pty Ltd,"67-69 Cromwell Street, Collingwood",Location owned and operated by provider,67-69 Cromwell Street,,,,Collingwood,VIC,3066
03392K,Australian College of the Arts Pty Ltd,"Level 2, 156 George Street, Fitzroy",Location owned and operated by provider,Level 2,156 George Street,,,Fitzroy,VIC,3065
03395G,Berkeley Business Institute Pty Ltd,BBI@ Sydney - Level 5 70-72 Bathurst St SYDNEY NSW 2000,Location owned and operated by provider,Level 5 70-72 Bathurst St,,,,SYDNEY,NSW,2000
03395G,Berkeley Business Institute Pty Ltd,BBI@Glebe,Location owned and operated by provider,54 Parramatta Rd,,,,FOREST LODGE,NSW,2037
03395G,Berkeley Business Institute Pty Ltd,BBI@Sydney - Level 3 70-72 Bathurst St SYDNEY NSW 2000,Location owned and operated by provider,Level 3 70-72 Bathurst St,,,,SYDNEY,QLD,2000
03395G,Berkeley Business Institute Pty Ltd,"Suite 1, Level 1, 338-340 Pitt St, SYDNEY NSW 2000",Location owned and operated by provider,"Suite 1, Lvl 1, 338-340 Pitt St",,,,SYDNEY,NSW,2000
03396F,CHC Services Pty Ltd,TACIS Pitt Street,Location owned and operated by provider,Unit 145 414-418 Pitt St,,,,HAYMARKET,NSW,2000
03396F,CHC Services Pty Ltd,Ultimo Campus,Location owned and operated by provider,13-15 Smail St,,,,ULTIMO,NSW,2007
03398D,Pal Buddhist School Limited,Pal Buddhist School,Location owned and operated by provider,14 First Avenue,,,,Canley Vale,NSW,2166
03399C,National Training Centre of Australia Pty Ltd,NTCA - Level 11 190 Queen St MELBOURNE VIC 3000,Location owned and operated by provider,190 Queen St MELBOURNE VIC 3000,Level 11,,,MELBOURNE,VIC,3000
03399C,National Training Centre of Australia Pty Ltd,NTCA Kitchen MELBOURNE,Location owned and operated by provider,55 Yarra Bvd,,,,RICHMOND,VIC,3121
03400D,Australian Academy of Nursing Pty Ltd,"Level 5, 20 Macquarie Street Parramatta",Location owned and operated by provider,20 Macquarie St,Level 5,,,Parramatta,NSW,2150
03401C,Max Therapy School Pty Ltd,Level 3 - 364 Lonsdale St MELBOURNE VIC 3000,Location owned and operated by provider,Level 3 - 364 Lonsdale St,,,,Melbourne,VIC,3000
03402B,Australian Association of Education and Research Pty Ltd,Level 1 100-104 Murray Street PERTH WA 6000,Location owned and operated by provider,Level 1 100-104 Murray Street,,,,PERTH,WA,6000
03402B,Australian Association of Education and Research Pty Ltd,"Level 3, 100-104 Murray Street Perth",Location owned and operated by provider,100 Murray St,Level 3,,,Perth,WA,6000
03404M,Amity College Australia Limited,Amity College Auburn Campus,Location owned and operated by provider,26-28 Kerr Parade,,,,AUBURN,NSW,2144
03404M,Amity College Australia Limited,Amity College Illawarra Campus,Location owned and operated by provider,399 Shellharbour Road,,,,SHELLHARBOUR,NSW,2529
03404M,Amity College Australia Limited,"Amity College, Prestons",Location owned and operated by provider,163 Kurrajong Road,,,,PRESTONS,NSW,2170
03406J,Lawson College Australia Pty Ltd,"53 Walker Street, Dandenong",Location owned and operated by provider,53 Walker St,,,,Dandenong,VIC,3175
03407G,Institute of Health & Management Pty Ltd,"1 Wentworth Street, Parramatta, NSW",Location owned and operated by provider,"Ground floor, 1 Wentworth Street",,,,Parramatta,NSW,2150
03407G,Institute of Health & Management Pty Ltd,"Level 1, 399 Lonsdale Street, Melbourne, VIC 3000",Location owned and operated by provider,"Level 1, 399 Lonsdale Street",,,,Melbourne,VIC,3000
03407G,Institute of Health & Management Pty Ltd,"Level 2, 59 Adelaide Street, Brisbane, QLD 4000",Location owned and operated by provider,"Level 2, 59 Adelaide Street",,,,Brisbane,QLD,4000
03407G,Institute of Health & Management Pty Ltd,"Level 4,12 St George's Terrace, Perth",Location owned and operated by provider,"Level 4,12 St George's Terrace",,,,Perth,WA,6000
03407G,Institute of Health & Management Pty Ltd,North Melbourne Campus,Location owned and operated by provider,2/187 Boundary Road,,,,North Melbourne,VIC,3051
03409F,NSW Business College Pty Ltd,Level 2 - 38-52 College St DARLINGHURST NSW 2010,Location owned and operated by provider,38 College St,Level 2,,,Darlinghurst,NSW,2010
03411A,Iona Columba College Pty Ltd,15-17 Blaxland Rd NSW 2138,Location owned and operated by provider,15 Blaxland Rd,,,,Rhodes,NSW,2138
03413K,GLOBAL TRAINING INNOVATIONS PTY. LTD.,Brisbane Campus & Workshop,Location owned and operated by provider,110 Beatty Rd,,,,ARCHERFIELD,QLD,4108
03413K,GLOBAL TRAINING INNOVATIONS PTY. LTD.,Gold Coast Campus,Location owned and operated by provider,Suite 102b,Level 1,9 Bay St,,SOUTHPORT,QLD,4215
03413K,GLOBAL TRAINING INNOVATIONS PTY. LTD.,Sydney Campus (Parramatta) - Level 6 16-18 Wentworth Street,Arrangement with other registered provider,Level 6 16-18 Wentworth Street,,,,Parramatta,NSW,2150
03415G,TTY Collective Pty Ltd,"Lonsdale Street Campus - Suite 1 Level 3, 398 Lonsdale St MELBOURNE VIC 3000",Arrangement with Non Registered Provider,Lonsdale Street Campus,"Suite 1, Level 3, 398 Lonsdale St",,,Melbourne,VIC,3000
03416G,International College of Melbourne Pty Ltd,"11 Duncan Road, Lalor VIC 3075",Location owned and operated by provider,11 Duncan Road,,,,LALOR,VIC,3075
03416G,International College of Melbourne Pty Ltd,"Level 11, 55 Swanston Street",Location owned and operated by provider,55 Swanston St,Level 11,,,MELBOURNE,VIC,3000
03416G,International College of Melbourne Pty Ltd,Level 3 West 50,Arrangement with Non Registered Provider,Level 3 West,50 Grenfell St,,,ADELAIDE,SA,5000
03417F,Charter Australia Pty Ltd,Walker Street North Sydney,Location owned and operated by provider,53 Walker St,,,Suite 301,North Sydney,NSW,2060
03418E,Purna Yoga Ltd,50 Skinners Shoot Road,Location owned and operated by provider,50 Skinners Shoot Rd,,,,Byron Bay,NSW,2481
03418E,Purna Yoga Ltd,6 Byron Street,Location owned and operated by provider,6 Byron St,,,,Byron Bay,NSW,2481
03418E,Purna Yoga Ltd,Ashtanga Yoga Centre of Melbourne - 110-112 Argyle St FITZROY VIC,Arrangement with Non Registered Provider,110 Argyle St,,,Unit 1,Fitzroy,VIC,3065
03420M,NATIONAL INSTITUTE OF TECHNOLOGY PTY. LTD.,"East Perth - Level 3, 297 Hay St East Perth WA 6004",Location owned and operated by provider,"Level 3, 297 Hay St",,,,East Perth,WA,6004
03420M,NATIONAL INSTITUTE OF TECHNOLOGY PTY. LTD.,NATIONAL INSTITUTE OF TECHNOLOGY PTY. LTD.,Location owned and operated by provider,251 Stirling St,,,,Perth,WA,6000
03421K,International Education Specialist College Pty Ltd,Level 5 140 Elizabeth St SYDNEY NSW 2000,Arrangement with Non Registered Provider,Level 5 140 Elizabeth St,,,,SYDNEY,NSW,2000
03423G,The Greek Orthodox Community of Oakleigh and District Inc,Oakleigh Grammar,Location owned and operated by provider,77  Willesden Road,,,,Oakleigh,VIC,3166
03425F,Dynamic Education Group Pty Ltd,251 Adelaide Terrace Perth,Location owned and operated by provider,251 Adelaide Terrace,,,,Perth,WA,6000
03425F,Dynamic Education Group Pty Ltd,KCBT - Suite 1,Location owned and operated by provider,Suite 1 - Level 3 251 Adelaide Tce,,,,PERTH,WA,6000
03425F,Dynamic Education Group Pty Ltd,Level 3 38 Currie St ADELAIDE SA 5000,Location owned and operated by provider,38 Currie St,Level 3 ,,,Adelaide,SA,5000
03425F,Dynamic Education Group Pty Ltd,The Kitchen - Mallard Way CANNINGTON,Location owned and operated by provider,Unit 11 92 Mallard Way,,,,CANNINGTON,WA,6107
03426E,Australian College of Business Intelligence Pty Ltd,"451 Pitt Street, Sydney",Location owned and operated by provider,451 Pitt St,Level 3 & 5,,,SYDNEY,NSW,2000
03426E,Australian College of Business Intelligence Pty Ltd,Suite 210 - 451 Pitt Street Haymarket NSW 2000,Location owned and operated by provider,Suite 210 - 451 Pitt Street,,,,Haymarket,NSW,2000
03426E,Australian College of Business Intelligence Pty Ltd,Suite 211 - 451 Pitt Street HAYMARKET NSW 2000,Location owned and operated by provider,Suite 211 - 451 Pitt Street,,,,HAYMARKET,NSW,2000
03426E,Australian College of Business Intelligence Pty Ltd,Suite 212 - 451 Pitt Street Haymarket NSW 2000,Location owned and operated by provider,Suite 212 - 451 Pitt Street,,,,HAYMARKET,NSW,2000
03427D,Sydney Metro College Pty Ltd,Melbourne,Location owned and operated by provider,213 Lonsdale St,"Level 1, 2 ",,,Melbourne,VIC,3000
03427D,Sydney Metro College Pty Ltd,Petersham Training Centre - 49A New Canterbury Rd PETERSHAM,Location owned and operated by provider,49A New Canterbury Rd,,,,PETERSHAM,NSW,2049
03427D,Sydney Metro College Pty Ltd,SMC Melbourne Campus,Location owned and operated by provider,Level 5 440 Elizabeth St,,,,Melbourne,VIC,3000
03427D,Sydney Metro College Pty Ltd,"Sydney Metro College (Surry Hills) - Lvl 2, 16-22 Wentworth Avenue, SYD",Location owned and operated by provider,16 Wentworth Ave,Level 2,,,Surry Hills,NSW,2010
03429B,Ozford Institute of Higher Education Pty Ltd,"123 Lonsdale Street, Melbourne VIC 3000",Location owned and operated by provider,123 Lonsdale Street,,,,Melbourne,VIC,3000
03429B,Ozford Institute of Higher Education Pty Ltd,"333 Queen Street, Melbourne VIC 3000",Location owned and operated by provider,Levels 5 and 6,333 Queen Street,,,Melbourne,VIC,3000
03429B,Ozford Institute of Higher Education Pty Ltd,"433 Boundary Street, Spring Hill, Brisbane QLD 4000",Location owned and operated by provider,Ground floor,433 Boundary Street,,,Spring Hill,QLD,4000
03430J,Brighton Pacific Pty Ltd,"125 Main St, Blacktown, NSW",Location owned and operated by provider,125 Main St,,,,Blacktown,NSW,2148
03430J,Brighton Pacific Pty Ltd,"132  146 Elizabeth St, Hobart, TAS",Location owned and operated by provider,132 Elizabeth St,,,,Hobart,TAS,7000
03430J,Brighton Pacific Pty Ltd,"22-36 Mount St, Ultimo, NSW",Location owned and operated by provider,22 Mountain St,,,,Ultimo,NSW,2007
03430J,Brighton Pacific Pty Ltd,841 George St - 841 George St HAYMARKET NSW 2000,Location owned and operated by provider,841 George St,,,,Haymarket,NSW,2000
03430J,Brighton Pacific Pty Ltd,"Unit 2, Level 1, 18 Mount Gravatt-Capalaba Road, Upper Mt Gravatt",Location owned and operated by provider,18 Mount Gravatt-Capalaba Rd,Level 3,,,Upper Mount Gravatt,QLD,4122
03431G,New England School of English Pty. Ltd.,"Gold Coast - Cavill Avenue - Level 3, 38 Cavill Ave SURFERS PARADISE QLD 4217",Location owned and operated by provider,"Level 3, 38 Cavill Ave",,,,Surfers Paradise,QLD,4217
03431G,New England School of English Pty. Ltd.,"Gold Coast, 13 Nerang St Southport QLD 4215",Location owned and operated by provider,"Level 1, 13 Nerang St",,,,Southport,QLD,4215
03432G,Entrepreneur Education Pty Ltd,12-14 Annerley Rd Brisbane Campus,Location owned and operated by provider,12-14 Annerley Rd,,,,Woolloongabba,QLD,4102
03432G,Entrepreneur Education Pty Ltd,"Levels 1 to 3, 3240 Surfers Paradise Boulevard",Location owned and operated by provider,"Levels 1 to 3, 3240 Surfers Paradise Blvd",,,,SURFERS PARADISE,QLD,4217
03432G,Entrepreneur Education Pty Ltd,Southport Central Campus - 9 Lawson St,Location owned and operated by provider,Southport Central Campus,9 Lawson St,,,Southport,QLD,4215
03433F,Platinum Properties Melbourne Pty Limited,"351 Moorabool Street, Geelong VIC",Location owned and operated by provider,351 Moorabool St,,,,Geelong,VIC,3220
