"ACARA SML ID","School Name","Suburb","State","Postcode","School Sector","School Type","ICSEA Percentile","CRICOS Status","CRICOS Registered","Jitter","Match Type","CRICOS Provider Code","CRICOS Institution","CRICOS Location"
"42736","Boorowa Central School","Boorowa","NSW","2586","Government","Combined","19","Not registered","0","-0.2745","","","",""
"42737","Bowning Public School","Bowning","NSW","2582","Government","Primary","44","Not registered","0","-0.2458","","","",""
"42738","Bowral Public School","Bowral","NSW","2576","Government","Primary","81","Not registered","0","-0.2171","","","",""
"42739","Braidwood Central School","Braidwood","NSW","2622","Government","Combined","49","Not registered","0","-0.1883","","","",""
"42740","Breadalbane Public School","Breadalbane","NSW","2581","Government","Primary","49","Not registered","0","-0.1596","","","",""
"42741","Bredbo Public School","Bredbo","NSW","2626","Government","Primary","66","Not registered","0","-0.1309","","","",""
"42742","Bulli Public School","Bulli","NSW","2516","Government","Primary","75","Not registered","0","-0.1022","","","",""
"42743","Bundanoon Public School","Bundanoon","NSW","2578","Government","Primary","62","Not registered","0","-0.0735","","","",""
"42744","Bungendore Public School","Bungendore","NSW","2621","Government","Primary","67","Not registered","0","-0.0448","","","",""
"42745","Burrawang Public School","Burrawang","NSW","2577","Government","Primary","77","Not registered","0","-0.0161","","","",""
"42746","Cambewarra Public School","Cambewarra","NSW","2540","Government","Primary","59","Not registered","0","0.0126","","","",""
"42747","Candelo Public School","Candelo","NSW","2550","Government","Primary","39","Not registered","0","0.0413","","","",""
"42748","Captains Flat Public School","Captains Flat","NSW","2623","Government","Primary","11","Not registered","0","0.07","","","",""
"42749","Cobargo Public School","Cobargo","NSW","2550","Government","Primary","22","Not registered","0","0.0987","","","",""
"42750","Coledale Public School","Coledale","NSW","2515","Government","Primary","89","Not registered","0","0.1274","","","",""
"42751","Collector Public School","Collector","NSW","2581","Government","Primary","63","Not registered","0","0.1561","","","",""
"42752","Coniston Public School","Coniston","NSW","2500","Government","Primary","42","Not registered","0","0.1848","","","",""
"42753","Shoalhaven Heads Public School","Shoalhaven Heads","NSW","2535","Government","Primary","56","Not registered","0","0.2135","","","",""
"42754","Cooma Public School","Cooma","NSW","2630","Government","Primary","34","Not registered","0","0.2423","","","",""
"42755","Corrimal Public School","Corrimal","NSW","2518","Government","Primary","53","Not registered","0","0.271","","","",""
"42756","Crookwell Public School","Crookwell","NSW","2583","Government","Primary","30","Not registered","0","0.2997","","","",""
"42758","Dalton Public School","Dalton","NSW","2581","Government","Primary","20","Not registered","0","0.3571","","","",""
"42759","Dapto Public School","Horsley","NSW","2530","Government","Primary","50","Not registered","0","-0.3342","","","",""
"42760","Delegate Public School","Delegate","NSW","2633","Government","Primary","38","Not registered","0","-0.3055","","","",""
"42761","Eden Public School","Eden","NSW","2551","Government","Primary","12","Not registered","0","-0.2768","","","",""
"42762","Exeter Public School","Exeter","NSW","2579","Government","Primary","60","Not registered","0","-0.2481","","","",""
"42763","Fairy Meadow Public School","Fairy Meadow","NSW","2519","Government","Primary","48","Not registered","0","-0.2194","","","",""
"42764","Falls Creek Public School","Falls Creek","NSW","2540","Government","Primary","15","Not registered","0","-0.1907","","","",""
"42765","Gerringong Public School","Gerringong","NSW","2534","Government","Primary","82","Not registered","0","-0.162","","","",""
"42766","Windang Public School","Windang","NSW","2528","Government","Primary","41","Not registered","0","-0.1333","","","",""
"42767","Glenquarry Public School","Glenquarry","NSW","2576","Government","Primary","66","Not registered","0","-0.1046","","","",""
"42768","Goulburn Public School","Goulburn","NSW","2580","Government","Primary","10","Not registered","0","-0.0758","","","",""
"42769","Goulburn East Public School","Goulburn","NSW","2580","Government","Primary","32","Not registered","0","-0.0471","","","",""
"42770","Goulburn North Public School","Goulburn North","NSW","2580","Government","Primary","15","Not registered","0","-0.0184","","","",""
"42771","Goulburn South Public School","Goulburn","NSW","2580","Government","Primary","12","Not registered","0","0.0103","","","",""
"42772","Gundaroo Public School","Gundaroo","NSW","2620","Government","Primary","84","Not registered","0","0.039","","","",""
"42773","Gunning Public School","Gunning","NSW","2581","Government","Primary","57","Not registered","0","0.0677","","","",""
"42774","Helensburgh Public School","Helensburgh","NSW","2508","Government","Primary","71","Not registered","0","0.0964","","","",""
"42775","Hill Top Public School","Hill Top","NSW","2575","Government","Primary","20","Not registered","0","0.1251","","","",""
"42776","Huskisson Public School","Huskisson","NSW","2540","Government","Primary","49","Not registered","0","0.1538","","","",""
"42777","Jamberoo Public School","Jamberoo","NSW","2533","Government","Primary","66","Not registered","0","0.1825","","","",""
"42780","Kangaloon Public School","Kangaloon","NSW","2576","Government","Primary","77","Not registered","0","0.2686","","","",""
"42781","Kangaroo Valley Public School","Kangaroo Valley","NSW","2577","Government","Primary","76","Not registered","0","0.2973","","","",""
"42782","Keiraville Public School","Keiraville","NSW","2500","Government","Primary","85","Not registered","0","0.326","","","",""
"42783","Kiama Public School","Kiama","NSW","2533","Government","Primary","73","Not registered","0","0.3548","","","",""
"42784","Laggan Public School","Laggan","NSW","2583","Government","Primary","50","Not registered","0","-0.3365","","","",""
"42785","Marulan Public School","Marulan","NSW","2579","Government","Primary","33","Not registered","0","-0.3078","","","",""
"42786","Merimbula Public School","Merimbula","NSW","2548","Government","Primary","47","Not registered","0","-0.2791","","","",""
"42787","Michelago Public School","Michelago","NSW","2620","Government","Primary","42","Not registered","0","-0.2504","","","",""
"42788","Milton Public School","Milton","NSW","2538","Government","Primary","57","Not registered","0","-0.2217","","","",""
"42789","Mittagong Public School","Mittagong","NSW","2575","Government","Primary","43","Not registered","0","-0.193","","","",""
"42790","Mogo Public School","Mogo","NSW","2536","Government","Primary","3","Not registered","0","-0.1643","","","",""
"42791","Moruya Public School","Moruya","NSW","2537","Government","Primary","22","Not registered","0","-0.1356","","","",""
"42792","Moss Vale Public School","Moss Vale","NSW","2577","Government","Primary","40","Not registered","0","-0.1069","","","",""
"42793","Mount Keira Public School","Mount Keira","NSW","2500","Government","Primary","76","Not registered","0","-0.0782","","","",""
"42794","Mount Kembla Public School","Mount Kembla","NSW","2526","Government","Primary","68","Not registered","0","-0.0495","","","",""
"42795","Nimmitabel Public School","Nimmitabel","NSW","2631","Government","Primary","15","Not registered","0","-0.0208","","","",""
"42796","Narooma Public School","Narooma","NSW","2546","Government","Primary","27","Not registered","0","0.0079","","","",""
"42797","Nowra Public School","Nowra","NSW","2541","Government","Primary","12","Not registered","0","0.0366","","","",""
"42799","Otford Public School","Otford","NSW","2508","Government","Primary","85","Not registered","0","0.0941","","","",""
"42800","Pambula Public School","Pambula","NSW","2549","Government","Primary","44","Not registered","0","0.1228","","","",""
"42801","Penrose Public School","Penrose","NSW","2579","Government","Primary","62","Not registered","0","0.1515","","","",""
"42802","Port Kembla Public School","Port Kembla","NSW","2505","Government","Primary","53","Not registered","0","0.1802","","","",""
"42803","Primbee Public School","Primbee","NSW","2502","Government","Primary","22","Not registered","0","0.2089","","","",""
"42804","Quaama Public School","Quaama","NSW","2550","Government","Primary","41","Not registered","0","0.2376","","","",""
"42805","Queanbeyan Public School","Queanbeyan","NSW","2620","Government","Primary","45","Not registered","0","0.2663","","","",""
"42807","Robertson Public School","Robertson","NSW","2577","Government","Primary","58","Not registered","0","0.3237","","","",""
"42809","Scarborough Public School","Scarborough","NSW","2515","Government","Primary","78","Not registered","0","-0.3389","","","",""
"42810","Shellharbour Public School","Shellharbour","NSW","2529","Government","Primary","46","Not registered","0","-0.3102","","","",""
"42811","Stanwell Park Public School","Stanwell Park","NSW","2508","Government","Primary","87","Not registered","0","-0.2815","","","",""
"42812","Warrawong Public School","Warrawong","NSW","2502","Government","Primary","9","Not registered","0","-0.2528","","","",""
"42813","Sutton Public School","Sutton","NSW","2620","Government","Primary","84","Not registered","0","-0.224","","","",""
"42815","Tallong Public School","Tallong","NSW","2579","Government","Primary","45","Not registered","0","-0.1666","","","",""
"42816","Tanja Public School","Tanja","NSW","2550","Government","Primary","80","Not registered","0","-0.1379","","","",""
"42817","Tarago Public School","Tarago","NSW","2580","Government","Primary","27","Not registered","0","-0.1092","","","",""
"42818","Taralga Public School","Taralga","NSW","2580","Government","Primary","31","Not registered","0","-0.0805","","","",""
"42819","Tathra Public School","Tathra","NSW","2550","Government","Primary","67","Not registered","0","-0.0518","","","",""
"42820","Terara Public School","Terara","NSW","2540","Government","Primary","51","Not registered","0","-0.0231","","","",""
"42821","Thirroul Public School","Thirroul","NSW","2515","Government","Primary","89","Not registered","0","0.0056","","","",""
"42822","Central Tilba Public School","Central Tilba","NSW","2546","Government","Primary","58","Not registered","0","0.0343","","","",""
"42824","Tomerong Public School","Tomerong","NSW","2540","Government","Primary","35","Not registered","0","0.0917","","","",""
"42825","Towamba Public School","Towamba","NSW","2550","Government","Primary","28","Not registered","0","0.1204","","","",""
"42826","Ulladulla Public School","Ulladulla","NSW","2539","Government","Primary","37","Not registered","0","0.1491","","","",""
"42827","Unanderra Public School","Cordeaux Heights","NSW","2526","Government","Primary","43","Not registered","0","0.1779","","","",""
